,FacilityName,Violation,DispositionDate,fines,non_alert_disposition_type,license_revoked,alert,Address,City,State,Zip
0,FLOWER CHILD,Sale To Minor,03/05/2019,1000.0,setttled,0,1,10072 DARNESTOWN RD.,ROCKVILLE,MD,20860
1,BUFFALO WILD WINGS,Alcohol Awareness Certified Person Not On Premises,08/21/2019,100.0,setttled,0,1,33 MARYLAND AVE.,ROCKVILLE,MD,20850
2,"TACOS, TORTAS & TEQUILA",License Not Properly Displayed,04/03/2019,100.0,setttled,0,1,8407 RAMSEY AVE.,SILVER SPRING,MD,20910
3,THE SPOT,Employee Records Not Available When Requested,08/06/2019,500.0,setttled,0,1,255 NORTH WASHINGTON ST.,ROCKVILLE,MD,20850
4,THE SPOT,Alcohol Awareness Certified Person Not On Premises,08/06/2019,100.0,setttled,0,1,255 NORTH WASHINGTON ST.,ROCKVILLE,MD,20850
5,DON POLLO OF POTOMAC,Employee Records Not Available When Requested,03/26/2019,500.0,setttled,0,1,10231 WESTLAKE DR.,BETHESDA,MD,20817
6,FRIENDSHIP GOURMET MARKET,Display Of License,01/14/2022,100.0,setttled,0,1,5550 FRIENDSHIP BLVD,CHEVY CHASE,MD,20815
7,GORDON BIERSCH BREWERY RESTAURANT,Alcohol Awareness Certified Person Not On Premises,03/25/2019,500.0,setttled,0,1,200 EAST MIDDLE LANE UNIT A,ROCKVILLE,MD,20850
8,TALBOTT BEER & WINE,Sale To Minor,10/15/2018,0.0,suspension,0,0,1071 ROCKVILLE PIKE,ROCKVILLE,MD,20852
9,ARMAND'S PIZZERIA & GRILLE,Sale To Minor,03/04/2019,1000.0,setttled,0,1,190 HALPINE ROAD,ROCKVILLE,MD,20852
10,GUAPOS II,Refilling Empty/Partially Empty Alcoholic Bottles,03/27/2019,800.0,setttled,0,1,8130 WISCONSIN AVE.,BETHESDA,MD,20814
11,GIUSEPPI'S PIZZA PLUS,Alcohol Awareness Certified Person Not On Premises,04/12/2019,100.0,setttled,0,1,335 KENTLANDS BLVD.,GAITHERSBURG,MD,20878
12,GUAPOS II,Alcohol Awareness Certified Person Not On Premises,03/27/2019,100.0,setttled,0,1,8130 WISCONSIN AVE.,BETHESDA,MD,20814
13,GYROLAND,Alcohol Awareness Certified Person Not On Premises,10/09/2019,100.0,setttled,0,1,1701 ROCKVILLE PIKE B3,ROCKVILLE,MD,20852
14,SUPER CHICKEN,Alcohol Awareness Certified Person Not On Premises,07/29/2019,100.0,setttled,0,1,2531 ENNALLS AVE.,WHEATON,MD,20902
15,LIFETIME ATHLETIC,Storage,07/29/2019,2900.0,setttled,0,1,10121 WASHINGTONIAN BLVD,GAITHERSBURG,MD,20878
16,OWENS ORDINARY,Alcohol After Permitted Hours,11/02/2018,0.0,none,0,1,11820 TRADE STREET,NORTH BETHESDA,MD,20852
17,THE SPOT,Sale To Minor,08/06/2019,1000.0,setttled,0,1,255 NORTH WASHINGTON ST.,ROCKVILLE,MD,20850
18,KALDI'S COFFEE,License Not Properly Displayed,05/01/2019,100.0,setttled,0,1,918 SILVER SPRING AVENUE,SILVER SPRING,MD,20910
19,ETHIO ADDIS MARKET,License Not Properly Displayed,05/01/2019,100.0,setttled,0,1,8107 FENTON STREET,SILVER SPRING,MD,20910
20,THAT'S AMORE,Alcohol Awareness Certified Person Not On Premises,04/09/2019,500.0,setttled,0,1,15201 SHADY GROVE ROAD,ROCKVILLE,MD,20850
21,TRAPEZARIA MEDITERRANEAN KUZINA,Storage,03/08/2019,400.0,setttled,0,1,11 NORTH WASHINGTON STREET,ROCKVILLE,MD,20850
22,THAI FARM,Alcohol Awareness Certified Person Not On Premises,01/22/2019,500.0,setttled,0,1,800 KING FARM BLVD. #125,ROCKVILLE,MD,20850
23,SARITA'S CHICKEN RESTAURANT,License Not Properly Displayed,05/01/2019,100.0,setttled,0,1,2545 ENNALLS AVENUE,WHEATON,MD,20904
24,EMPIRE CAFE & MARKET,Sales Or Service To Minors/Consumption Or Possession Of Minors,03/28/2020,500.0,setttled,0,1,22301 GEORGIA AVENUE,BROOKVILLE,MD,20833
25,BLACK'S BAR & KITCHEN,Display Of License,02/11/2021,100.0,setttled,0,1,7750 WOODMONT AVE,BETHESDA,MD,20814
26,CAFE 20/20,Employee Records Not Available When Requested,09/25/2019,500.0,none,0,1,4870 BOILING BROOK PARKWAY,ROCKVILLE,MD,20852
27,MEDIUM RARE,Sales Or Service To Minors/Consumption Or Possession Of Minors,03/13/2020,500.0,setttled,0,1,4904 FAIRMONT AVE,BETHESDA,MD,20814
28,FRIENDSHIP GOURMET MARKET,Alcohol Awareness Certification,01/14/2022,100.0,setttled,0,1,5550 FRIENDSHIP BLVD,CHEVY CHASE,MD,20815
29,BOYDS COUNTRY STORE,License Not Properly Displayed,06/14/2019,100.0,setttled,0,1,15110 BARNSVILLE ROAD,BOYDS,MD,20841
30,CHIPOTLE MEXICAN GRILL,Records Invoice Violation,07/05/2019,500.0,setttled,0,1,7624 OLD GEORGETOWN ROAD,BETHESDA,MD,20814
31,RODMANS PARTY BOUTIQUE,Alcohol Awareness Certification,09/11/2020,100.0,setttled,0,1,4301 RANDOLPH ROAD,SILVER SPRING,MD,20906
32,WONG GEE ASIAN RESTAURANT,Display Of License,10/28/2021,100.0,setttled,0,1,2417 UNIVERSITY BLVD WEST,SILVER SPRING,MD,20902
33,URBAN CRAWFISH,License Not Properly Displayed,05/01/2019,100.0,setttled,0,1,670 QUINCE ORCHARD RD,GAITHERSBURG,MD,20878
34,MYTHOS MEDITTERANEAN GREEK RESTAURANT,License Not Properly Displayed,05/02/2019,100.0,setttled,0,1,8371 SNOUFFER SCHOOL ROAD,GAITHERSBURG,MD,20879
35,CANA BEER AND WINE,Keg Registration Violation,06/28/2019,600.0,setttled,0,1,13505 CLOPPER RD.,GERMANTOWN,MD,20874
36,ASIA NINE II,Alcohol Awareness Certified Person Not On Premises,03/22/2019,100.0,setttled,0,1,254 CROWN PARK ROAD,GAITHERSBURG,MD,20878
37,LIA'S,Storage,04/11/2019,2300.0,setttled,0,1,4445 WILLARD AVE.,CHEVY CHASE,MD,20815
38,ABOL RESTAURANT,License Not Properly Displayed,05/01/2019,100.0,setttled,0,1,8626 COLESVILLE RD.,SILVER SPRING,MD,20910
39,DOLLAR PLUS STORE,Sales Or Service To Minors/Consumption Or Possession Of Minors,03/28/2020,2500.0,setttled,0,1,11250 TRIANGLE LANE,SILVER SPRING,MD,20902
40,COURTYARD BY MARRIOTT,Sale To Minor,02/19/2019,2500.0,setttled,0,1,2500 RESEARCH BOULEVARD,ROCKVILLE,MD,20850
41,AKIRA RAMEN IZAKAYA,Alcohol Awareness Certified Person Not On Premises,04/15/2019,500.0,setttled,0,1,1800 ROCKVILLE PIKE UNIT H1,ROCKVILLE,MD,20852
42,RODMANS PARTY BOUTIQUE,Sales Or Service To Minors/Consumption Or Possession Of Minors,09/11/2020,1000.0,setttled,0,1,4301 RANDOLPH ROAD,SILVER SPRING,MD,20906
43,HOLIDAY INN EXPRESS & SUITES,Class License Violation,09/13/2017,1000.0,setttled,0,1,20260 GOLDENROD LANE,GERMANTOWN,MD,20876
44,THAI FARM,Records Invoice Violation,01/22/2019,500.0,setttled,0,1,800 KING FARM BLVD. #125,ROCKVILLE,MD,20850
45,THE GRILLE AT FLOWER HILL,License Not Properly Displayed,05/01/2019,100.0,setttled,0,1,18257 FLOWER HILL WAY,GAITHERSBURG,MD,20879
46,CAFE 20/20,License Not Properly Displayed,09/25/2019,100.0,none,0,1,4870 BOILING BROOK PARKWAY,ROCKVILLE,MD,20852
47,BLACK'S BAR & KITCHEN,Sales Or Service To Minors/Consumption Or Possession Of Minors,02/11/2021,1500.0,setttled,0,1,7750 WOODMONT AVE,BETHESDA,MD,20814
48,PORT AU PRINCE,License Not Properly Displayed,05/01/2019,100.0,setttled,0,1,7912 GEORGIA AVE.,SILVER SPRING,MD,20910
49,PASSION NAIL SPA,Alcohol Awareness Certified Person Not On Premises,07/01/2019,100.0,setttled,0,1,19847 H CENTURY BLVD.,GERMANTOWN,MD,20874
50,TERRAIN CAFE,Alcohol Awareness Certified Person Not On Premises,03/22/2019,100.0,setttled,0,1,7228 WOODMONT AVE.,BETHESDA,MD,20814
51,TERRAIN CAFE,Alcohol Awareness Certified Person Not On Premises,03/25/2019,500.0,setttled,0,1,7228 WOODMONT AVE.,BETHESDA,MD,20814
52,OUTBACK STEAKHOUSE,Alcohol Awareness Certified Person Not On Premises,05/21/2019,500.0,setttled,0,1,12609 WISTERIA DR,GERMANTOWN,MD,20874
53,THAT'S AMORE,Sale To Minor,02/19/2019,2500.0,setttled,0,1,15201 SHADY GROVE ROAD,ROCKVILLE,MD,20850
54,CAFE 20/20,Sale To Minor,09/25/2019,2500.0,none,0,1,4870 BOILING BROOK PARKWAY,ROCKVILLE,MD,20852
55,FANTASY NAIL SPA,Records Invoice Violation,12/07/2018,500.0,setttled,0,1,9321 GEORGIA AVE.,SILVER SPRING,MD,20910
56,MAMMA LUCIA'S,Sale To Minor,02/19/2019,2500.0,setttled,0,1,14921 SHADY GROVE ROAD,ROCKVILLE,MD,20850
57,PASSION NAIL SPA,License Not Properly Displayed,07/01/2019,100.0,setttled,0,1,19847 H CENTURY BLVD.,GERMANTOWN,MD,20874
58,WHEATON SPORT BAR & GRILL,Employee Records Not Available When Requested,03/18/2019,500.0,setttled,0,1,11300 GEORGIA AVE.,SILVER SPRING,MD,20902
59,GOLF ULTRA LOUNGE,Acts Contrary To Law,05/26/2019,1000.0,setttled,0,1,8123 GEORGIA AVENUE,SILVER SPRING,MD,20910
60,WISTERIA BEER AND WINE,License Not Properly Displayed,07/01/2019,100.0,setttled,0,1,13220 WISTERIA DR. UNIT #4,GERMANTOWN,MD,20874
61,ST. ARNOLD'S MUSSEL BAR,Sale To Minor,06/01/2016,1000.0,setttled,0,1,7525 OLD GEORGETOWN ROAD,BETHESDA,MD,20814
62,MINERVA INDIAN CUISINE,License Not Properly Displayed,05/01/2019,100.0,setttled,0,1,16240 FREDERICK ROAD,GAITHERSBURG,MD,20877
63,MAKI BAR,Alcohol Awareness Certified Person Not On Premises,03/27/2019,100.0,setttled,0,1,6831 WISCONSIN AVE. 300,BETHESDA,MD,20815
64,TERRAIN CAFE,Employee Records Not Available When Requested,03/22/2019,500.0,setttled,0,1,7228 WOODMONT AVE.,BETHESDA,MD,20814
65,NEW VILLAGE RESTAURANT,Employee Records Not Available When Requested,03/26/2019,500.0,setttled,0,1,11540 MIDDLEBROOK ROAD,GERMANTOWN,MD,20876
66,EL ENCANTO,License Not Properly Displayed,05/01/2019,100.0,setttled,0,1,8035 SNOUFFER SCHOOL ROAD,GAITHERSBURG,MD,20879
67,CUBANO'S,Refilling Empty/Partially Empty Alcoholic Bottles,04/17/2019,200.0,setttled,0,1,1201 FIDLER LANE,SILVER SPRING,MD,20910
68,JINYA RAMEN BAR,Refilling Empty/Partially Empty Alcoholic Bottles,06/14/2019,400.0,setttled,0,1,910 PROSE ST.,ROCKVILLE,MD,20852
69,THE VILLAGE AT ROCKVILLE,License Not Properly Displayed,05/07/2019,100.0,setttled,0,1,9701 VEIRS DR.,ROCKVILLE,MD,20850
70,ST. ARNOLD'S MUSSEL BAR,Alcohol Awareness Certified Person Not On Premises,02/13/2017,100.0,setttled,0,1,7525 OLD GEORGETOWN ROAD,BETHESDA,MD,20814
71,GODAVARI,License Not Properly Displayed,05/01/2019,100.0,setttled,0,1,9011 GAITHER ROAD,GAITHERSBURG,MD,20877
72,H RESTAURANT AND NIGHT CLUB,Employee Records Not Available When Requested,02/03/2018,500.0,none,1,1,11300 GEORGIA AVENUE,WHEATON,MD,20902
73,CIELO ROJO,License Not Properly Displayed,05/01/2019,100.0,setttled,0,1,7056 CARROLL AVE.,TAKOMA PARK,MD,20912
74,BROADWAY PIZZA,Alcohol Awareness Certified Person Not On Premises,07/22/2019,100.0,setttled,0,1,7965 TUCKERMAN LANE,POTOMAC,MD,20854
75,CONGRESS RESTAURANT AND LOUNGE,Alcohol Awareness Certified Person Not On Premises,07/27/2017,500.0,setttled,0,1,6834 NEW HAMPSHIRE AVENUE,TAKOMA PARK,MD,20912
76,BANTA BAA RESTAURANT,License Not Properly Displayed,05/01/2019,100.0,setttled,0,1,8000 FLOWER AVE.,TAKOMA PARK,MD,20912
77,ENGOCHA MARKET,License Not Properly Displayed,05/01/2019,100.0,setttled,0,1,11406 GEORGIA AVE. STE.A,WHEATON,MD,20902
78,GREAT SHOALS,License Not Properly Displayed,05/01/2019,100.0,setttled,0,1,7050 CARROLL AVE. #101,TAKOMA PARK,MD,20912
79,AKIRA RAMEN IZAKAYA,License Not Properly Displayed,05/01/2019,100.0,setttled,0,1,1800 ROCKVILLE PIKE UNIT H1,ROCKVILLE,MD,20852
80,LATINO MARKET GROCERY,Sale To Minor,08/09/2018,0.0,none,1,0,12 E. DIAMOND AVE. JK,GAITHERSBURG,MD,20877
81,SPICE XING,Refilling Empty/Partially Empty Alcoholic Bottles,04/11/2019,1000.0,setttled,0,1,100 GIBBS STREET B,ROCKVILLE,MD,20850
82,H RESTAURANT AND NIGHT CLUB,Refilling Empty/Partially Empty Alcoholic Bottles,02/03/2018,600.0,none,1,0,11300 GEORGIA AVENUE,WHEATON,MD,20902
83,LATINO MARKET GROCERY,Alcohol Awareness Certified Person Not On Premises,08/09/2018,0.0,none,1,0,12 E. DIAMOND AVE. JK,GAITHERSBURG,MD,20877
84,EL ENCANTO,Storage,08/18/2022,400.0,none,0,1,8035 SNOUFFER SCHOOL ROAD #1,GAITHERSBURG,MD,20879
85,DOWNTOWN BEER & WINE,Application - Failure To Update,07/31/2019,0.0,none,0,0,70 UPPER ROCK CIRCLE 103104,ROCKVILLE,MD,20850
86,BUCA DI BEPPO,Alcohol Awareness Certified Person Not On Premises,07/24/2019,500.0,setttled,0,1,122 KENTLANDS BLVD.,GAITHERSBURG,MD,20878
87,LE PAIN QUOTIDIEN,Alcohol Awareness Certified Person Not On Premises,07/25/2019,500.0,setttled,0,1,7140 BETHESDA LANE,BETHESDA,MD,20814
88,FOOD STOP MINI MART,Sale To Minor,03/05/2019,0.0,suspension,0,1,4820 BOILING BROOK PARKWAY,ROCKVILLE,MD,20852
89,LESAAC CAFE,Alcohol Awareness Certification,01/07/2022,250.0,setttled,0,1,8200 FENTON STREET,SILVER SPRING,MD,20910
90,THE SPOT,Refilling Empty/Partially Empty Alcoholic Bottles,06/19/2019,7200.0,setttled,0,1,255 NORTH WASHINGTON ST.,ROCKVILLE,MD,20850
91,LA COLOMBIANA RESTAURANT,Disorderly House,06/16/2019,1000.0,setttled,0,1,11216 GRANDVIEW AVENUE,WHEATON,MD,20902
92,URBAN BAR-B-QUE CO,License Not Properly Displayed,05/01/2019,100.0,setttled,0,1,5566 NORBECK RD.,ROCKVILLE,MD,20853
93,HIBACHI SUSHI SUPREME BUFFET,Alcohol Awareness Certified Person Not On Premises,06/20/2019,0.0,suspension,0,0,8 BUREAU DRIVE,GAITHERSBURG,MD,20878
95,TRAPEZARIA MEDITERRANEAN KUZINA,Alcohol Awareness Certified Person Not On Premises,08/28/2019,500.0,setttled,0,1,11 NORTH WASHINGTON STREET,ROCKVILLE,MD,20850
96,TRAPEZARIA MEDITERRANEAN KUZINA,Sale To Minor,08/28/2019,2500.0,setttled,0,1,11 NORTH WASHINGTON STREET,ROCKVILLE,MD,20850
97,7 LOCKS BREWING,Sale To Minor,09/25/2019,1000.0,setttled,0,1,12227 WILKINS AVENUE,ROCKVILLE,MD,20852
98,OM INDIAN RESTAURANT,Sale To Minor,10/09/2019,1000.0,none,0,1,785 ROCKVILLE PIKE K,ROCKVILLE,MD,20852
99,PIZZA CS,License Not Properly Displayed,10/09/2019,100.0,none,0,1,1596 ROCKVILLE PIKE,ROCKVILLE,MD,20850
100,PIZZA CS,Sale To Minor,10/09/2019,2500.0,none,0,1,1596 ROCKVILLE PIKE,ROCKVILLE,MD,20850
101,PALISADES LOUNGE,"Consumption, Possession, Or Sale During Prohibited Hours",01/21/2021,500.0,none,0,1,8211 GEORGIA AVE,SILVER SPRING,MD,20910
102,SOCIETY RESTAURANT & LOUNGE,Acts Contrary To Law,04/15/2021,250.0,setttled,0,1,8229 GEORGIA AVENUE,SILVER SPRING,MD,20910
103,RAINBOW RESTAURANT,License Not Properly Displayed,07/24/2019,100.0,setttled,0,1,312 E. DIAMOND AVE. B1,GAITHERSBURG,MD,20877
104,SMOKETOWN BBQ,Sales Or Service To Minors/Consumption Or Possession Of Minors,03/28/2020,1000.0,none,0,1,805 OLNEY SANDY SPRING RD.,SANDY SPRING,MD,20860
105,SOCIETY RESTAURANT & LOUNGE,Dispensing Of Liquor,04/15/2021,3000.0,setttled,0,1,8229 GEORGIA AVENUE,SILVER SPRING,MD,20910
106,GOLF ULTRA LOUNGE,Storage,03/08/2021,0.0,setttled,0,1,8123 GEORGIA AVE,SILVER SPRING,MD,20910
107,OUTBACK STEAKHOUSE - GERMANTOWN,Alcohol Awareness Certification,05/01/2019,500.0,setttled,0,1,12609 WISTERIA DRIVE,GERMANTOWN,MD,20874
108,KALDI'S COFFEE,Acts Contrary To Law,05/26/2019,1000.0,setttled,0,1,918 SILVER SPRING AVENUE,SILVER SPRING,MD,20910
109,DRYBAR,Storage,09/26/2019,2800.0,setttled,0,1,4840 BETHESDA AVE.,BETHESDA,MD,20814
110,ASIA NINE II,Gambling On Premises,03/22/2019,1000.0,setttled,0,1,254 CROWN PARK ROAD,GAITHERSBURG,MD,20878
111,KING'S CRAFT BEER & WINE DELI,Sale To Minor,08/06/2019,1000.0,setttled,0,1,402 KING FARM BLVD. 100,ROCKVILLE,MD,20850
112,"TRAN DINH BEER, WINE, & DELI",Age Of Employee Violation,08/02/2019,1000.0,setttled,0,1,20 MONTGOMERY VILLAGE AVENUE D,GAITHERSBURG,MD,20879
113,EL ENCANTO,Alcohol Awareness Certified Person Not On Premises,07/23/2019,100.0,setttled,0,1,8035 SNOUFFER SCHOOL ROAD,GAITHERSBURG,MD,20879
114,NANDO'S PERI PERI - GAITHERSBURG,Alcohol Awareness Certified Person Not On Premises,08/13/2019,100.0,setttled,0,1,224 BOARDWALK PLACE,GAITHERSBURG,MD,20878
115,NIWANO HANA,Alcohol Awareness Certified Person Not On Premises,08/28/2019,100.0,setttled,0,1,887 ROCKVILLE PIKE,ROCKVILLE,MD,20852
116,VASILI'S KITCHEN,Refilling Empty/Partially Empty Alcoholic Bottles,08/21/2019,600.0,setttled,0,1,705 CENTER POINT WAY,GAITHERSBURG,MD,20878
117,BB.Q CHICKEN & BEER,Alcohol Awareness Certified Person Not On Premises,08/06/2019,100.0,setttled,0,1,9712 TRAVILLE GATEWAY DR.,ROCKVILLE,MD,20850
118,HOT POT LEGEND,Sale To Minor,08/06/2019,1000.0,setttled,0,1,595 HUNGERFORD DR.,ROCKVILLE,MD,20850
119,VASILI'S KITCHEN,Alcohol Awareness Certified Person Not On Premises,08/21/2019,100.0,setttled,0,1,705 CENTER POINT WAY,GAITHERSBURG,MD,20878
120,BB.Q CHICKEN & BEER,Sale To Minor,08/06/2019,1000.0,setttled,0,1,9712 TRAVILLE GATEWAY DR.,ROCKVILLE,MD,20850
121,NIWANO HANA,Sale To Minor,08/28/2019,1000.0,setttled,0,1,887 ROCKVILLE PIKE,ROCKVILLE,MD,20852
122,HOT POT LEGEND,Alcohol Awareness Certified Person Not On Premises,08/06/2019,100.0,setttled,0,1,595 HUNGERFORD DR.,ROCKVILLE,MD,20850
123,LEDO PIZZA,License Not Properly Displayed,08/19/2019,100.0,setttled,0,1,12619 WISTERIA DRIVE B,GERMANTOWN,MD,20874
124,LA TASCA,Sale To Minor,08/28/2019,1000.0,setttled,0,1,141 GIBBS STREET 305,ROCKVILLE,MD,20850
125,LEDO PIZZA,Alcohol Awareness Certified Person Not On Premises,08/19/2019,100.0,setttled,0,1,12619 WISTERIA DRIVE B,GERMANTOWN,MD,20874
126,NANDO'S PERI PERI - GAITHERSBURG,Records Invoice Violation,08/13/2019,500.0,setttled,0,1,224 BOARDWALK PLACE,GAITHERSBURG,MD,20878
127,SOL AZTECA RESTAURANT,Alcohol Awareness Certified Person Not On Premises,09/04/2019,100.0,setttled,0,1,18129 TOWN CENTER DRIVE,OLNEY,MD,20832
128,MANNEQUIN PLS,Alcohol Awareness Certified Person Not On Premises,09/04/2019,100.0,setttled,0,1,18064 GEORGIA AVE.,OLNEY,MD,20832
129,GAITHERSBURG SUPERMARKET,Employee Records Not Available When Requested,06/05/2019,500.0,none,0,1,220 EAST DIAMOND AVENUE,GAITHERSBURG,MD,20877
130,WATERSHED CAFE,Records Invoice Violation,06/25/2019,200.0,setttled,0,1,19639 FISHER AVENUE,POOLESVILLE,MD,20837
131,WATERSHED CAFE,Alcohol Awareness Certified Person Not On Premises,06/25/2019,100.0,setttled,0,1,19639 FISHER AVENUE,POOLESVILLE,MD,20837
132,KUSSHI,Alcohol Awareness Certified Person Not On Premises,07/16/2019,100.0,setttled,0,1,11826 TRADE ST.,NORTH BETHESDA,MD,20852
133,KUSSHI,Storage,07/16/2019,400.0,setttled,0,1,11826 TRADE ST.,NORTH BETHESDA,MD,20852
134,KUSSHI,Records Invoice Violation,07/19/2019,500.0,setttled,0,1,11826 TRADE ST.,NORTH BETHESDA,MD,20852
135,EL PATIO,License Not Properly Displayed,09/25/2019,100.0,setttled,0,1,5240 RANDOLPH ROAD,ROCKVILLE,MD,20852
136,SLAPFISH,Alcohol Awareness Certified Person Not On Premises,09/25/2019,100.0,setttled,0,1,12033 ROCKVILLE PIKE,ROCKVILLE,MD,20852
137,SLAPFISH,Sale To Minor,09/25/2019,1000.0,setttled,0,1,12033 ROCKVILLE PIKE,ROCKVILLE,MD,20852
138,EL PATIO,Sale To Minor,09/25/2019,2500.0,setttled,0,1,5240 RANDOLPH ROAD,ROCKVILLE,MD,20852
139,EL PATIO,Employee Records Not Available When Requested,09/25/2019,500.0,setttled,0,1,5240 RANDOLPH ROAD,ROCKVILLE,MD,20852
140,SLAPFISH,Employee Records Not Available When Requested,09/25/2019,500.0,setttled,0,1,12033 ROCKVILLE PIKE,ROCKVILLE,MD,20852
142,LA CANELA,Sale To Minor,08/28/2019,1000.0,setttled,0,1,141 GIBBS STREET D,ROCKVILLE,MD,20850
143,GAITHERSBURG SUPERMARKET,Employee Records Not Available When Requested,08/01/2019,500.0,setttled,0,1,220 EAST DIAMOND AVENUE,GAITHERSBURG,MD,20877
144,GAITHERSBURG SUPERMARKET,Alcohol Awareness Certified Person Not On Premises,06/05/2019,500.0,setttled,0,1,220 EAST DIAMOND AVENUE,GAITHERSBURG,MD,20877
145,PIKE CHICKEN & BEER,Alcohol Awareness Certified Person Not On Premises,10/09/2019,100.0,setttled,0,1,1066 ROCKVILLE PIKE,ROCKVILLE,MD,20852
146,GAITHERSBURG SUPERMARKET,License Not Properly Displayed,08/01/2019,100.0,setttled,0,1,220 EAST DIAMOND AVENUE,GAITHERSBURG,MD,20877
147,THE REPUBLIC GARDEN,Dispensing Liquor By Bottle For Consumption Onsite,09/02/2019,1000.0,setttled,0,1,8402 GEORGIA AVE.,SILVER SPRING,MD,20910
148,HICKORY BAR & GRILL,Alcohol Awareness Certified Person Not On Premises,07/15/2019,500.0,setttled,0,1,15420 OLD COLUMBIA PIKE,BURTONSVILLE,MD,20866
149,PIKE CHICKEN & BEER,Sale To Minor,10/09/2019,1000.0,setttled,0,1,1066 ROCKVILLE PIKE,ROCKVILLE,MD,20852
150,GAITHERSBURG SUPERMARKET,Alcohol Awareness Certified Person Not On Premises,08/01/2019,0.0,suspension,0,1,220 EAST DIAMOND AVENUE,GAITHERSBURG,MD,20877
151,GAITHERSBURG SUPERMARKET,Records Invoice Violation,09/09/2019,500.0,setttled,0,1,220 EAST DIAMOND AVENUE,GAITHERSBURG,MD,20877
152,BUFFALO WILD WINGS,Alcohol Awareness Certified Person Not On Premises,08/21/2019,100.0,setttled,0,1,33 MARYLAND AVENUE,ROCKVILLE,MD,20850
153,AKIRA RAMEN IZAKAYA,Sale To Minor,10/09/2019,1000.0,setttled,0,1,1800 ROCKVILLE PIKE UNIT H1,ROCKVILLE,MD,20852
154,AKIRA RAMEN IZAKAYA,License Not Properly Displayed,10/09/2019,100.0,setttled,0,1,1800 ROCKVILLE PIKE UNIT H1,ROCKVILLE,MD,20852
155,AKIRA RAMEN IZAKAYA,Employee Records Not Available When Requested,10/09/2019,500.0,setttled,0,1,1800 ROCKVILLE PIKE UNIT H1,ROCKVILLE,MD,20852
156,BURGERFI,Sale To Minor,10/09/2019,1000.0,setttled,0,1,11881 GRAND PARK AVE.,NORTH BETHESDA,MD,20852
157,ST. ARNOLD'S MUSSEL BAR,Alcohol Awareness Certified Person Not On Premises,10/01/2019,500.0,setttled,0,1,7525 OLD GEORGETOWN ROAD,BETHESDA,MD,20814
158,OM INDIAN RESTAURANT,License Not Properly Displayed,10/09/2019,100.0,setttled,0,1,785 ROCKVILLE PIKE K,ROCKVILLE,MD,20852
159,GEMELLI'S ITALIAN MARKET,License Not Properly Displayed,08/15/2019,100.0,setttled,0,1,12169 DARNESTOWN RD,GAITHERSBURG,MD,20878
160,PALISADES LOUNGE,"Consumption, Possession, Or Sale During Prohibited Hours",01/21/2021,500.0,setttled,0,1,8211 GEORGIA AVE,SILVER SPRING,MD,20910
161,PALISADES LOUNGE,"Consumption, Possession, Or Sale During Prohibited Hours",01/21/2021,1000.0,setttled,0,1,8211 GEORGIA AVE,SILVER SPRING,MD,20910
162,GYROLAND,Sale To Minor,10/09/2019,1000.0,setttled,0,1,1701 ROCKVILLE PIKE B3,ROCKVILLE,MD,20852
163,MATRESHKA,License Not Properly Displayed,08/06/2019,100.0,setttled,0,1,15209 FREDERICK RD.,ROCKVILLE,MD,20850
164,MIKE & SONS SUB SHOP,Sale To Minor,09/25/2019,1000.0,setttled,0,1,5404 RANDOLPH ROAD,ROCKVILLE,MD,20852
165,KALDI'S COFFEE,Disorderly House,11/21/2019,0.0,suspension,0,0,918 SILVER SPRING AVENUE,SILVER SPRING,MD,20910
166,FOOD STOP MINI MART,Sale To Minor,06/04/2019,5000.0,setttled,0,1,4820 BOILING BROOK PARKWAY,ROCKVILLE,MD,20852
167,BALAGGER RESTAURANT,No Enterprise License,10/03/2019,0.0,suspension,0,0,8081 GEORGIA AVE.,SILVER SPRING,MD,20910
168,KALDI'S COFFEE,License Compliance Check,11/21/2019,0.0,suspension,0,0,918 SILVER SPRING AVENUE,SILVER SPRING,MD,20910
169,MIKE & SONS SUB SHOP,License Not Properly Displayed,09/25/2019,100.0,setttled,0,1,5404 RANDOLPH ROAD,ROCKVILLE,MD,20852
170,KALDI'S COFFEE,Acts Contrary To Law,11/21/2019,0.0,suspension,0,0,918 SILVER SPRING AVENUE,SILVER SPRING,MD,20910
171,SALA THAI BETHESDA,Alcohol Awareness Certified Person Not On Premises,12/25/2019,0.0,suspension,0,0,4828 CORDELL AVE.,BETHESDA,MD,20814
172,MATRESHKA,Acts Contrary To Law,08/06/2019,1000.0,setttled,0,1,15209 FREDERICK RD.,ROCKVILLE,MD,20850
173,MIKE & SONS SUB SHOP,Alcohol Awareness Certified Person Not On Premises,09/25/2019,100.0,setttled,0,1,5404 RANDOLPH ROAD,ROCKVILLE,MD,20852
174,GAITHERSBURG SUPERMARKET,Alcohol Awareness Certified Person Not On Premises,09/24/2019,0.0,suspension,0,0,220 EAST DIAMOND AVENUE,GAITHERSBURG,MD,20877
175,MATRESHKA,Sale To Minor,08/06/2019,1000.0,setttled,0,1,15209 FREDERICK RD.,ROCKVILLE,MD,20850
176,KALDI'S COFFEE,Of The Neighborhood,11/21/2019,0.0,suspension,0,0,918 SILVER SPRING AVENUE,SILVER SPRING,MD,20910
